niche_breadth_scaling_coef,m_immigration,m_immigration_black_mats,nu,dispersal_kernel_slope,i_sim
20,0.1,0.5,1e-4,1e3,3439
20,0.01,0.1,1e-4,1e5,3440
4,0.9,0.5,0.001,100,3441
20,0.01,0.1,0.001,10,3442
20,0.1,0.01,0.1,10,3443
1,0.001,0.5,1e-6,100,3444
4,0.009,0.01,1e-4,1e5,3445
1,0.1,0.009,1e-4,1e6,3446
4,0.1,0.01,0.01,1e6,3447
1,0.01,0.09,1e-6,1e4,3448
4,0.001,0.09,0.01,1e5,3449
4,0.5,0.05,1e-4,100,3450
20,0.005,0.005,1e-4,1e6,3451
1,0.009,0.9,0.001,1e5,3452
1,0.01,0.1,1e-4,1e5,3453
20,0.05,0.05,0.01,1e3,3454
1,0.001,0.005,0.1,1e3,3455
20,0.005,0.9,1e-6,1e6,3456
4,0.001,0.05,0.01,1e5,3457
1,0.9,0.5,0.1,10,3458
1,0.5,0.5,0.1,1e5,3459
20,0.1,0.005,0.01,1e6,3460
20,0.1,0.1,1e-6,1e6,3461
20,0.5,0.9,1e-4,1e6,3462
4,0.1,0.5,1e-6,1e4,3463
20,0.5,0.001,1e-5,1e6,3464
1,0.01,0.5,1e-6,1e3,3465
4,0.1,0.009,0.001,1e6,3466
4,0.9,0.001,1e-5,1e3,3467
20,0.01,0.05,0.1,1e3,3468
4,0.009,0.001,1e-6,1e4,3469
4,0.5,0.1,0.01,1e3,3470
1,0.09,0.5,1e-6,1e4,3471
1,0.005,0.5,1e-4,1e4,3472
4,0.01,0.5,0.001,1e5,3473
20,0.05,0.05,1e-4,1e3,3474
1,0.1,0.01,1e-5,1e4,3475
4,0.5,0.05,1e-6,100,3476
20,0.001,0.9,1e-5,1e4,3477
20,0.09,0.1,0.01,1e3,3478
1,0.09,0.09,1e-4,1e3,3479
20,0.05,0.05,0.1,1e4,3480
4,0.9,0.001,0.001,1e6,3481
1,0.09,0.01,1e-4,10,3482
20,0.9,0.9,1e-4,10,3483
20,0.5,0.01,0.001,1e3,3484
4,0.001,0.05,1e-6,1e3,3485
20,0.009,0.09,1e-5,1e5,3486
1,0.1,0.09,0.01,100,3487
20,0.001,0.5,0.1,100,3488
1,0.01,0.009,1e-4,1e6,3489
1,0.9,0.01,1e-5,100,3490
1,0.5,0.05,1e-6,1e6,3491
1,0.9,0.09,1e-6,1e4,3492
20,0.001,0.001,0.001,10,3493
4,0.05,0.009,0.001,1e5,3494
4,0.001,0.1,0.01,1e3,3495
4,0.5,0.5,0.1,1e6,3496
4,0.05,0.1,1e-6,1e4,3497
1,0.005,0.005,1e-6,1e5,3498
20,0.1,0.05,0.1,1e4,3499
20,0.5,0.9,0.1,1e4,3500
1,0.005,0.009,0.1,1e6,3501
1,0.005,0.005,1e-4,1e5,3502
20,0.005,0.001,0.01,1e4,3503
4,0.01,0.01,1e-6,1e3,3504
1,0.01,0.09,1e-5,1e5,3505
20,0.005,0.009,0.1,100,3506
4,0.005,0.1,0.01,1e5,3507
4,0.01,0.005,1e-4,1e4,3508
1,0.01,0.01,1e-5,1e3,3509
20,0.005,0.1,1e-4,100,3510
1,0.01,0.005,0.1,10,3511
1,0.09,0.05,0.01,1e6,3512
1,0.09,0.001,0.1,1e4,3513
1,0.001,0.001,0.1,1e6,3514
4,0.005,0.5,0.1,100,3515
20,0.01,0.005,0.001,10,3516
4,0.5,0.09,0.01,100,3517
1,0.09,0.001,0.1,100,3518
20,0.01,0.9,1e-4,1e3,3519
4,0.001,0.5,0.1,1e5,3520
20,0.009,0.5,0.001,1e4,3521
1,0.05,0.01,0.01,1e6,3522
20,0.005,0.9,1e-5,100,3523
20,0.001,0.01,0.01,10,3524
1,0.009,0.1,0.001,100,3525
1,0.005,0.01,0.1,1e6,3526
1,0.05,0.9,1e-4,1e6,3527
20,0.5,0.05,0.01,1e3,3528
1,0.1,0.5,1e-6,1e3,3529
4,0.009,0.005,0.1,100,3530
1,0.1,0.1,1e-4,1e6,3531
4,0.5,0.001,1e-4,100,3532
4,0.5,0.09,0.001,100,3533
1,0.009,0.009,1e-6,1e5,3534
4,0.5,0.001,1e-4,1e5,3535
4,0.001,0.001,1e-6,1e4,3536
1,0.5,0.1,1e-5,1e4,3537
1,0.005,0.9,0.1,10,3538
4,0.01,0.001,1e-4,1e6,3539
1,0.1,0.001,0.001,1e3,3540
1,0.01,0.5,0.01,100,3541
4,0.005,0.009,0.1,1e4,3542
1,0.01,0.005,0.001,1e4,3543
20,0.9,0.001,0.001,1e6,3544
20,0.5,0.001,0.1,1e5,3545
1,0.5,0.01,1e-4,1e6,3546
1,0.009,0.09,0.001,1e3,3547
20,0.05,0.5,0.001,1e6,3548
1,0.09,0.009,1e-6,1e4,3549
4,0.009,0.001,0.01,1e5,3550
1,0.01,0.1,0.01,1e4,3551
4,0.5,0.005,1e-5,1e5,3552
1,0.09,0.001,1e-6,1e6,3553
1,0.01,0.09,0.001,1e5,3554
20,0.1,0.005,0.01,1e3,3555
1,0.01,0.09,0.001,1e4,3556
20,0.01,0.001,0.001,1e5,3557
20,0.05,0.009,0.01,1e6,3558
4,0.001,0.001,1e-4,1e6,3559
20,0.09,0.05,0.01,1e4,3560
4,0.009,0.5,0.01,1e6,3561
20,0.09,0.001,0.01,1e4,3562
1,0.9,0.9,0.1,1e5,3563
4,0.009,0.005,1e-5,1e3,3564
20,0.1,0.009,0.1,1e4,3565
4,0.9,0.005,0.01,1e5,3566
4,0.05,0.005,0.001,10,3567
20,0.9,0.005,1e-6,10,3568
4,0.09,0.09,0.01,1e5,3569
1,0.05,0.005,0.001,1e3,3570
1,0.009,0.05,0.1,100,3571
4,0.01,0.009,0.01,1e4,3572
20,0.009,0.05,0.01,1e6,3573
1,0.05,0.01,1e-4,10,3574
1,0.001,0.1,0.01,1e6,3575
4,0.009,0.9,1e-4,100,3576
4,0.1,0.009,1e-4,1e5,3577
20,0.001,0.05,0.001,1e4,3578
4,0.001,0.1,0.1,1e5,3579
20,0.09,0.005,1e-4,1e4,3580
20,0.005,0.1,0.01,1e5,3581
20,0.009,0.005,0.1,1e5,3582
20,0.005,0.5,0.01,100,3583
1,0.5,0.9,0.001,1e5,3584
20,0.9,0.01,1e-4,1e4,3585
4,0.005,0.009,0.01,10,3586
4,0.9,0.1,1e-4,10,3587
4,0.009,0.009,0.1,10,3588
4,0.009,0.009,1e-4,10,3589
1,0.09,0.009,0.001,10,3590
4,0.005,0.009,1e-5,1e4,3591
4,0.005,0.9,0.1,1e5,3592
20,0.9,0.09,1e-6,1e4,3593
20,0.09,0.1,1e-6,1e3,3594
4,0.09,0.005,0.01,1e3,3595
1,0.05,0.09,0.001,10,3596
1,0.01,0.01,1e-4,1e5,3597
20,0.009,0.09,1e-4,1e4,3598
1,0.05,0.1,1e-6,1e5,3599
4,0.05,0.05,0.01,100,3600
1,0.9,0.05,1e-6,1e3,3601
4,0.5,0.001,1e-5,1e5,3602
1,0.1,0.005,0.001,1e6,3603
20,0.01,0.09,1e-4,100,3604
20,0.01,0.009,0.01,1e3,3605
20,0.005,0.09,1e-6,1e5,3606
4,0.09,0.9,0.1,1e4,3607
20,0.05,0.1,0.01,1e6,3608
20,0.1,0.1,0.1,1e5,3609
1,0.1,0.1,1e-4,10,3610
4,0.5,0.5,1e-4,10,3611
20,0.05,0.1,1e-4,1e6,3612
20,0.001,0.005,1e-4,1e4,3613
20,0.001,0.005,0.1,1e6,3614
1,0.001,0.9,0.01,1e4,3615
20,0.9,0.05,0.01,1e5,3616
1,0.5,0.001,0.1,1e5,3617
4,0.09,0.001,1e-6,100,3618
4,0.005,0.01,1e-6,1e6,3619
4,0.5,0.1,1e-5,1e5,3620
4,0.09,0.005,1e-4,10,3621
20,0.01,0.5,0.001,10,3622
4,0.05,0.1,1e-4,1e4,3623
4,0.01,0.05,1e-6,1e3,3624
4,0.001,0.01,0.01,1e5,3625
1,0.005,0.01,1e-4,100,3626
20,0.1,0.05,0.01,1e6,3627
4,0.01,0.05,0.01,100,3628
20,0.9,0.09,0.01,100,3629
1,0.01,0.01,0.01,1e5,3630
4,0.009,0.001,1e-6,1e4,3631
20,0.05,0.1,0.001,1e4,3632
4,0.009,0.005,1e-4,10,3633
4,0.1,0.1,0.01,100,3634
20,0.9,0.09,1e-6,1e4,3635
4,0.5,0.009,1e-6,1e5,3636
1,0.009,0.05,1e-6,1e4,3637
4,0.001,0.005,1e-6,100,3638
20,0.005,0.09,0.1,100,3639
4,0.5,0.9,0.001,1e3,3640
20,0.9,0.1,0.1,1e6,3641
4,0.005,0.1,1e-6,1e5,3642
1,0.005,0.005,1e-6,1e3,3643
20,0.09,0.9,1e-6,1e4,3644
4,0.5,0.9,1e-4,10,3645
4,0.01,0.01,0.1,1e6,3646
1,0.001,0.01,1e-6,1e3,3647
20,0.001,0.9,0.01,100,3648
4,0.005,0.1,1e-5,1e3,3649
1,0.01,0.001,1e-4,1e5,3650
4,0.01,0.1,1e-5,1e3,3651
20,0.05,0.09,0.1,1e6,3652
1,0.9,0.9,1e-4,100,3653
20,0.005,0.1,1e-6,1e6,3654
4,0.009,0.001,0.001,10,3655
4,0.9,0.009,0.01,1e5,3656
1,0.05,0.001,0.001,10,3657
4,0.05,0.09,0.01,10,3658
4,0.01,0.5,1e-4,1e5,3659
20,0.01,0.5,0.01,100,3660
4,0.009,0.05,1e-5,1e5,3661
4,0.001,0.5,0.1,1e5,3662
20,0.001,0.01,1e-5,1e4,3663
20,0.05,0.9,0.1,1e6,3664
20,0.05,0.09,1e-5,100,3665
20,0.001,0.001,1e-5,1e5,3666
20,0.001,0.9,0.01,1e4,3667
20,0.9,0.001,0.1,1e6,3668
20,0.001,0.001,1e-5,1e4,3669
4,0.005,0.1,1e-4,1e4,3670
4,0.005,0.1,1e-6,10,3671
4,0.01,0.009,0.01,10,3672
4,0.09,0.005,0.01,1e6,3673
4,0.009,0.005,1e-6,1e6,3674
20,0.05,0.005,0.01,1e6,3675
20,0.1,0.01,1e-4,1e3,3676
1,0.009,0.005,1e-6,100,3677
20,0.01,0.09,0.01,1e3,3678
4,0.9,0.5,1e-4,1e6,3679
1,0.001,0.09,0.01,100,3680
20,0.9,0.01,0.001,1e4,3681
1,0.09,0.001,1e-4,100,3682
4,0.5,0.01,0.1,1e5,3683
1,0.5,0.01,1e-5,1e4,3684
1,0.05,0.05,1e-5,1e3,3685
1,0.01,0.009,1e-6,100,3686
4,0.5,0.001,0.1,1e5,3687
4,0.1,0.1,0.001,1e6,3688
1,0.5,0.001,1e-5,100,3689
4,0.001,0.1,0.01,1e4,3690
1,0.9,0.5,1e-4,1e4,3691
1,0.01,0.09,0.1,1e6,3692
4,0.09,0.001,0.1,1e3,3693
1,0.005,0.05,1e-6,10,3694
1,0.09,0.05,1e-5,1e3,3695
1,0.001,0.05,1e-5,1e4,3696
1,0.001,0.001,1e-6,10,3697
20,0.1,0.009,0.1,1e5,3698
20,0.01,0.01,0.1,1e5,3699
20,0.009,0.01,0.001,1e3,3700
20,0.9,0.9,1e-5,1e5,3701
1,0.5,0.001,0.01,1e4,3702
1,0.05,0.9,0.001,1e3,3703
1,0.005,0.009,0.001,1e5,3704
1,0.09,0.09,1e-5,10,3705
4,0.9,0.05,1e-4,1e3,3706
4,0.001,0.09,0.001,100,3707
1,0.09,0.09,1e-4,1e6,3708
1,0.001,0.05,1e-6,1e3,3709
20,0.009,0.001,1e-5,10,3710
4,0.05,0.1,0.1,1e3,3711
4,0.9,0.05,1e-5,100,3712
1,0.05,0.1,1e-4,1e6,3713
1,0.5,0.1,0.1,1e6,3714
1,0.005,0.05,0.1,10,3715
1,0.1,0.5,0.1,1e3,3716
4,0.01,0.05,0.01,1e5,3717
20,0.09,0.05,0.001,10,3718
4,0.5,0.09,1e-4,1e3,3719
4,0.009,0.09,0.001,1e5,3720
20,0.9,0.009,0.01,1e4,3721
1,0.09,0.005,0.1,1e4,3722
4,0.01,0.1,0.1,100,3723
4,0.1,0.001,0.1,10,3724
20,0.005,0.5,1e-4,1e6,3725
4,0.009,0.01,0.1,1e5,3726
1,0.05,0.9,1e-6,1e4,3727
4,0.9,0.001,0.1,1e3,3728
4,0.01,0.1,1e-6,1e6,3729
1,0.1,0.009,0.1,1e6,3730
20,0.009,0.01,0.1,1e3,3731
20,0.005,0.001,0.001,1e3,3732
4,0.9,0.001,1e-5,1e6,3733
4,0.005,0.9,0.1,10,3734
4,0.005,0.005,1e-4,1e6,3735
1,0.01,0.01,0.01,1e5,3736
4,0.001,0.01,0.1,1e4,3737
20,0.05,0.001,1e-6,10,3738
4,0.005,0.09,1e-4,1e5,3739
4,0.009,0.5,1e-5,1e5,3740
20,0.01,0.05,0.001,100,3741
1,0.1,0.1,0.01,100,3742
20,0.09,0.1,0.1,10,3743
4,0.1,0.001,1e-5,1e3,3744
4,0.005,0.001,1e-6,10,3745
4,0.001,0.001,0.1,100,3746
1,0.05,0.009,0.01,10,3747
1,0.01,0.1,0.1,1e6,3748
20,0.5,0.01,0.1,1e6,3749
20,0.001,0.5,0.01,10,3750
20,0.05,0.009,1e-5,1e5,3751
20,0.05,0.5,1e-4,1e4,3752
1,0.009,0.05,1e-6,10,3753
1,0.09,0.5,0.1,10,3754
4,0.009,0.1,0.001,100,3755
20,0.1,0.01,1e-5,1e6,3756
1,0.5,0.005,1e-6,1e3,3757
1,0.05,0.9,1e-4,1e4,3758
1,0.09,0.009,1e-4,1e3,3759
4,0.5,0.009,1e-4,1e4,3760
1,0.1,0.5,1e-6,1e3,3761
4,0.09,0.001,0.01,1e6,3762
4,0.009,0.005,1e-5,1e5,3763
20,0.005,0.5,0.1,1e3,3764
1,0.09,0.09,1e-4,1e6,3765
20,0.1,0.01,1e-6,1e4,3766
20,0.001,0.01,0.001,1e3,3767
20,0.09,0.009,1e-6,1e5,3768
20,0.09,0.005,0.1,1e5,3769
4,0.009,0.9,0.1,1e6,3770
20,0.05,0.005,0.01,100,3771
4,0.05,0.9,0.1,1e6,3772
20,0.09,0.005,0.01,100,3773
20,0.001,0.05,1e-6,1e6,3774
20,0.005,0.09,0.1,10,3775
4,0.09,0.05,1e-4,100,3776
20,0.1,0.1,0.01,100,3777
20,0.01,0.1,0.1,1e6,3778
20,0.01,0.5,0.01,1e3,3779
1,0.05,0.9,1e-4,1e6,3780
1,0.01,0.1,0.001,1e6,3781
1,0.05,0.5,1e-4,100,3782
1,0.1,0.005,0.1,100,3783
1,0.05,0.9,1e-6,10,3784
20,0.9,0.009,0.01,1e3,3785
4,0.1,0.9,1e-6,1e6,3786
1,0.01,0.1,0.01,1e6,3787
4,0.5,0.001,0.1,1e4,3788
1,0.005,0.01,0.001,1e5,3789
20,0.9,0.009,1e-4,10,3790
1,0.5,0.09,0.01,1e4,3791
20,0.5,0.01,0.1,10,3792
20,0.009,0.09,1e-6,10,3793
4,0.05,0.005,1e-5,100,3794
1,0.9,0.09,1e-4,1e4,3795
4,0.1,0.1,1e-4,1e6,3796
4,0.5,0.1,0.1,1e4,3797
1,0.01,0.1,0.01,100,3798
4,0.5,0.5,1e-6,1e3,3799
20,0.01,0.05,1e-6,1e5,3800
20,0.05,0.1,0.01,10,3801
4,0.001,0.09,1e-5,1e3,3802
4,0.05,0.9,0.001,1e6,3803
4,0.9,0.05,1e-5,10,3804
20,0.01,0.09,1e-5,1e3,3805
20,0.9,0.01,0.01,1e6,3806
4,0.05,0.001,0.001,10,3807
20,0.05,0.009,0.01,1e5,3808
20,0.1,0.01,1e-4,1e6,3809
1,0.05,0.01,1e-6,1e4,3810
20,0.09,0.9,0.01,1e3,3811
4,0.5,0.001,1e-6,1e4,3812
20,0.05,0.05,1e-6,1e5,3813
1,0.5,0.9,1e-5,1e4,3814
20,0.05,0.009,1e-4,1e5,3815
1,0.09,0.001,0.01,1e3,3816
1,0.1,0.1,1e-6,10,3817
20,0.5,0.09,0.001,1e3,3818
4,0.005,0.01,0.001,1e3,3819
4,0.1,0.9,0.01,1e5,3820
4,0.01,0.001,0.1,100,3821
20,0.1,0.9,1e-6,100,3822
1,0.01,0.01,1e-6,10,3823
4,0.001,0.5,1e-4,10,3824
4,0.01,0.5,0.1,1e4,3825
20,0.1,0.5,1e-4,1e3,3826
20,0.01,0.5,0.1,1e6,3827
1,0.005,0.9,1e-6,1e5,3828
20,0.001,0.009,1e-6,1e4,3829
4,0.9,0.01,0.001,1e3,3830
1,0.1,0.5,1e-6,10,3831
20,0.5,0.1,1e-5,1e5,3832
4,0.5,0.05,1e-4,1e6,3833
20,0.5,0.05,0.01,1e5,3834
4,0.5,0.005,0.01,1e4,3835
4,0.5,0.01,0.1,1e3,3836
20,0.009,0.9,0.001,1e3,3837
20,0.005,0.01,1e-4,1e4,3838
1,0.01,0.1,0.01,1e6,3839
20,0.09,0.05,0.1,1e4,3840
20,0.05,0.1,0.001,1e5,3841
4,0.01,0.009,0.01,1e4,3842
4,0.09,0.005,1e-5,100,3843
20,0.1,0.01,0.001,10,3844
4,0.005,0.01,0.01,1e4,3845
1,0.09,0.05,0.001,1e6,3846
1,0.1,0.005,0.1,1e3,3847
1,0.001,0.005,1e-6,1e5,3848
1,0.01,0.005,0.001,1e3,3849
1,0.009,0.5,0.001,1e4,3850
1,0.5,0.001,0.001,100,3851
20,0.09,0.09,1e-5,10,3852
4,0.01,0.05,0.1,1e3,3853
4,0.005,0.9,1e-5,1e4,3854
4,0.01,0.001,1e-6,1e5,3855
1,0.001,0.5,1e-6,100,3856
4,0.001,0.001,0.01,100,3857
20,0.009,0.09,0.01,1e5,3858
1,0.05,0.5,0.1,1e6,3859
1,0.009,0.9,1e-6,1e4,3860
20,0.001,0.5,1e-5,1e4,3861
1,0.5,0.01,0.01,100,3862
20,0.5,0.1,1e-5,1e6,3863
1,0.5,0.05,1e-4,1e4,3864
4,0.9,0.5,0.01,1e4,3865
20,0.005,0.5,1e-5,1e3,3866
20,0.9,0.9,0.1,100,3867
4,0.001,0.1,1e-5,1e4,3868
1,0.009,0.09,0.001,1e4,3869
20,0.005,0.5,1e-5,1e6,3870
20,0.1,0.005,1e-5,1e3,3871
20,0.001,0.05,0.1,1e3,3872
20,0.09,0.001,1e-5,10,3873
1,0.01,0.01,0.1,100,3874
1,0.01,0.05,0.1,1e4,3875
20,0.001,0.05,1e-6,1e6,3876
20,0.001,0.9,1e-4,100,3877
20,0.009,0.01,0.001,1e5,3878
20,0.05,0.009,1e-6,100,3879
4,0.005,0.001,1e-4,100,3880
20,0.09,0.05,1e-6,10,3881
1,0.005,0.5,1e-5,1e3,3882
4,0.009,0.01,1e-6,1e4,3883
20,0.009,0.9,0.01,10,3884
1,0.001,0.005,1e-5,100,3885
1,0.01,0.01,0.001,1e6,3886
1,0.001,0.01,1e-4,1e6,3887
20,0.009,0.05,1e-6,1e4,3888
1,0.9,0.1,0.001,1e3,3889
1,0.01,0.001,0.001,1e5,3890
20,0.001,0.01,1e-6,1e5,3891
4,0.1,0.005,0.1,100,3892
1,0.005,0.05,1e-4,1e5,3893
4,0.05,0.05,1e-5,100,3894
1,0.1,0.01,1e-6,100,3895
1,0.01,0.009,0.1,100,3896
20,0.005,0.1,0.01,1e3,3897
4,0.09,0.001,1e-5,100,3898
20,0.01,0.5,0.01,1e6,3899
4,0.005,0.005,0.001,1e3,3900
20,0.005,0.005,1e-4,1e3,3901
4,0.5,0.9,1e-4,1e6,3902
20,0.005,0.09,0.01,100,3903
20,0.01,0.005,0.001,100,3904
4,0.005,0.001,1e-6,1e5,3905
1,0.9,0.09,0.01,100,3906
4,0.001,0.009,0.1,1e6,3907
20,0.009,0.005,0.1,10,3908
1,0.05,0.01,0.1,1e5,3909
20,0.01,0.009,1e-6,1e3,3910
20,0.009,0.09,0.1,1e4,3911
1,0.005,0.01,0.001,10,3912
1,0.9,0.009,1e-6,100,3913
20,0.09,0.5,0.001,1e4,3914
4,0.9,0.05,1e-5,1e4,3915
1,0.005,0.05,0.1,1e6,3916
20,0.001,0.1,1e-4,10,3917
1,0.009,0.05,0.001,10,3918
1,0.01,0.009,0.001,1e3,3919
20,0.1,0.09,1e-4,1e4,3920
20,0.05,0.1,0.1,100,3921
4,0.001,0.001,0.001,1e4,3922
4,0.001,0.5,0.1,1e6,3923
4,0.005,0.1,1e-4,1e5,3924
4,0.09,0.5,0.1,10,3925
1,0.009,0.9,1e-5,10,3926
20,0.001,0.05,0.01,1e4,3927
1,0.1,0.001,1e-5,1e3,3928
1,0.09,0.009,0.01,100,3929
4,0.01,0.05,0.1,100,3930
1,0.09,0.005,1e-4,100,3931
4,0.009,0.1,1e-5,1e4,3932
20,0.01,0.009,0.01,1e3,3933
1,0.9,0.9,1e-5,1e6,3934
1,0.9,0.1,1e-4,1e6,3935
20,0.9,0.9,1e-5,10,3936
20,0.5,0.05,1e-6,100,3937
1,0.009,0.01,0.01,1e6,3938
1,0.05,0.9,1e-4,10,3939
20,0.001,0.001,0.01,1e4,3940
20,0.9,0.09,1e-5,100,3941
4,0.05,0.005,1e-5,1e6,3942
20,0.009,0.1,1e-6,10,3943
1,0.009,0.01,0.01,1e6,3944
4,0.05,0.1,1e-4,1e6,3945
1,0.01,0.5,0.1,1e3,3946
1,0.5,0.009,1e-4,1e5,3947
20,0.09,0.001,0.001,1e4,3948
4,0.01,0.05,1e-6,1e5,3949
1,0.005,0.005,0.1,1e3,3950
1,0.1,0.1,1e-5,100,3951
20,0.09,0.9,1e-5,1e5,3952
1,0.005,0.009,1e-6,1e5,3953
20,0.01,0.09,0.1,1e6,3954
1,0.9,0.01,1e-4,1e5,3955
4,0.1,0.01,1e-5,1e3,3956
20,0.01,0.05,0.1,1e6,3957
1,0.09,0.005,0.01,1e6,3958
1,0.05,0.5,0.1,10,3959
1,0.01,0.09,0.001,100,3960
1,0.9,0.01,0.01,1e3,3961
4,0.1,0.01,0.1,1e3,3962
1,0.09,0.1,1e-6,1e4,3963
1,0.9,0.09,0.01,10,3964
4,0.9,0.05,1e-5,10,3965
1,0.09,0.005,0.1,1e3,3966
20,0.1,0.5,1e-5,1e5,3967
1,0.5,0.9,0.1,1e3,3968
20,0.005,0.5,0.01,1e6,3969
4,0.01,0.5,1e-4,10,3970
1,0.1,0.005,1e-4,10,3971
1,0.1,0.09,1e-4,10,3972
20,0.005,0.009,1e-6,1e4,3973
1,0.05,0.1,1e-4,100,3974
20,0.09,0.5,1e-6,1e6,3975
20,0.5,0.1,1e-6,1e3,3976
4,0.05,0.005,1e-5,10,3977
20,0.001,0.01,1e-4,1e3,3978
20,0.005,0.01,0.1,1e5,3979
1,0.5,0.5,0.001,1e3,3980
1,0.09,0.1,0.01,100,3981
20,0.001,0.9,0.01,1e3,3982
4,0.5,0.5,1e-5,10,3983
4,0.05,0.001,0.001,1e4,3984
1,0.1,0.01,0.01,1e3,3985
20,0.1,0.005,1e-6,1e6,3986
20,0.1,0.009,0.01,1e3,3987
1,0.005,0.5,1e-4,1e4,3988
1,0.009,0.05,1e-5,1e5,3989
20,0.001,0.1,1e-4,10,3990
4,0.09,0.9,0.01,10,3991
4,0.001,0.05,0.1,10,3992
20,0.05,0.005,0.001,1e6,3993
4,0.009,0.5,0.01,100,3994
1,0.9,0.001,1e-4,100,3995
20,0.09,0.05,1e-5,1e5,3996
20,0.1,0.05,0.1,100,3997
1,0.009,0.09,1e-6,10,3998
1,0.009,0.5,0.001,100,3999
1,0.009,0.09,0.1,10,4000
4,0.005,0.05,1e-5,1e5,4001
4,0.005,0.005,0.1,1e5,4002
1,0.09,0.09,0.01,1e6,4003
20,0.09,0.09,0.01,1e4,4004
1,0.01,0.05,1e-5,100,4005
1,0.001,0.005,0.01,1e5,4006
4,0.009,0.9,1e-5,1e3,4007
1,0.005,0.009,0.01,1e3,4008
1,0.005,0.5,1e-6,100,4009
20,0.9,0.005,1e-4,1e4,4010
1,0.009,0.1,1e-6,1e3,4011
1,0.5,0.01,0.001,1e4,4012
20,0.01,0.05,1e-6,1e5,4013
20,0.05,0.09,0.1,1e4,4014
4,0.05,0.09,1e-4,100,4015
4,0.09,0.05,0.001,1e3,4016
20,0.5,0.009,1e-4,1e5,4017
4,0.1,0.01,1e-6,1e3,4018
1,0.1,0.05,0.001,1e5,4019
20,0.005,0.01,1e-4,100,4020
1,0.5,0.009,1e-5,10,4021
4,0.9,0.9,1e-4,1e3,4022
20,0.01,0.05,0.1,1e6,4023
4,0.005,0.001,1e-4,1e4,4024
4,0.5,0.005,0.001,1e6,4025
4,0.009,0.05,1e-6,1e6,4026
4,0.09,0.9,0.01,1e3,4027
1,0.001,0.05,0.001,100,4028
20,0.09,0.009,1e-6,1e6,4029
1,0.9,0.9,1e-6,1e4,4030
1,0.1,0.05,1e-6,100,4031
20,0.001,0.05,0.001,100,4032
1,0.009,0.005,0.1,1e3,4033
20,0.09,0.05,0.001,1e5,4034
4,0.005,0.009,1e-5,100,4035
1,0.001,0.09,0.001,1e3,4036
1,0.005,0.005,1e-4,1e5,4037
20,0.01,0.5,0.1,1e5,4038
4,0.01,0.005,0.1,1e4,4039
4,0.001,0.009,1e-5,1e3,4040
20,0.5,0.001,0.1,1e4,4041
20,0.001,0.009,0.001,1e5,4042
1,0.5,0.09,0.1,1e4,4043
20,0.001,0.09,1e-6,10,4044
1,0.05,0.001,1e-5,1e3,4045
20,0.05,0.5,0.1,1e4,4046
20,0.1,0.1,0.001,1e5,4047
1,0.9,0.001,0.1,1e5,4048
4,0.005,0.5,0.1,1e5,4049
1,0.009,0.001,1e-6,1e4,4050
20,0.05,0.009,0.01,100,4051
4,0.5,0.005,1e-4,10,4052
4,0.005,0.9,1e-4,1e3,4053
1,0.09,0.001,0.01,100,4054
20,0.1,0.5,1e-5,100,4055
20,0.01,0.009,0.01,1e3,4056
20,0.5,0.005,0.1,10,4057
4,0.001,0.009,0.001,1e4,4058
1,0.009,0.5,0.01,10,4059
4,0.5,0.01,1e-6,1e4,4060
20,0.009,0.005,1e-4,1e5,4061
20,0.01,0.005,0.001,1e5,4062
20,0.009,0.001,1e-5,1e5,4063
4,0.5,0.009,1e-4,1e6,4064
4,0.1,0.01,0.1,1e3,4065
20,0.01,0.9,1e-6,1e4,4066
4,0.05,0.05,0.001,1e6,4067
20,0.05,0.9,0.001,1e6,4068
20,0.009,0.05,1e-5,1e5,4069
1,0.01,0.005,0.001,1e4,4070
1,0.05,0.005,1e-6,1e3,4071
1,0.01,0.001,0.1,1e6,4072
1,0.1,0.5,0.1,1e4,4073
4,0.05,0.9,1e-6,1e6,4074
20,0.05,0.009,0.01,1e4,4075
1,0.9,0.9,0.01,1e6,4076
4,0.5,0.005,1e-5,100,4077
20,0.09,0.009,1e-5,100,4078
1,0.01,0.001,1e-5,1e5,4079
1,0.09,0.9,1e-5,10,4080
4,0.9,0.05,1e-6,1e3,4081
1,0.1,0.009,0.001,1e3,4082
20,0.9,0.005,0.1,100,4083
4,0.09,0.9,1e-5,1e5,4084
20,0.9,0.05,0.001,100,4085
1,0.001,0.9,0.1,1e3,4086
20,0.1,0.001,1e-4,1e6,4087
1,0.05,0.5,0.01,100,4088
1,0.009,0.001,0.1,1e3,4089
20,0.01,0.001,1e-5,10,4090
1,0.01,0.009,1e-6,100,4091
4,0.009,0.09,1e-6,1e6,4092
20,0.001,0.09,1e-6,1e5,4093
1,0.01,0.05,1e-6,1e5,4094
4,0.1,0.009,0.01,1e6,4095
1,0.005,0.005,0.1,1e4,4096
1,0.09,0.9,0.01,1e4,4097
4,0.5,0.001,0.1,1e3,4098
1,0.5,0.01,1e-6,10,4099
4,0.001,0.1,1e-6,10,4100
20,0.5,0.09,0.001,10,4101
1,0.009,0.9,1e-6,1e6,4102
1,0.001,0.5,0.01,100,4103
20,0.09,0.5,1e-4,100,4104
4,0.09,0.1,0.01,1e5,4105
4,0.09,0.5,0.01,1e5,4106
